Date,High,Low,Open,Close,Volume,Adj Close
2018-10-15,34.099998474121094,33.20000076293945,33.52000045776367,33.54999923706055,1529300,33.54999923706055
2018-10-16,34.68000030517578,33.54999923706055,33.900001525878906,34.68000030517578,964900,34.68000030517578
2018-10-17,35.439998626708984,34.20000076293945,34.5099983215332,35.349998474121094,1514000,35.349998474121094
2018-10-18,35.93000030517578,35.11000061035156,35.400001525878906,35.849998474121094,1264500,35.849998474121094
2018-10-19,37.709999084472656,35.63999938964844,35.709999084472656,37.5,2041600,37.5
2018-10-22,37.88999938964844,36.619998931884766,37.869998931884766,37.13999938964844,1856200,37.13999938964844
2018-10-23,38.0,36.22999954223633,36.70000076293945,37.599998474121094,2365900,37.599998474121094
2018-10-24,37.59000015258789,33.790000915527344,37.400001525878906,33.86000061035156,4685300,33.86000061035156
2018-10-25,34.5,32.810001373291016,34.4900016784668,32.88999938964844,3867400,32.88999938964844
2018-10-26,33.81999969482422,33.0099983215332,33.16999816894531,33.66999816894531,3921700,33.66999816894531
2018-10-29,33.439998626708984,32.189998626708984,33.15999984741211,32.52000045776367,2496600,32.52000045776367
2018-10-30,33.02000045776367,32.13999938964844,32.97999954223633,32.5,2601800,32.5
2018-10-31,32.970001220703125,31.829999923706055,32.79999923706055,32.25,2696900,32.25
2018-11-01,32.84000015258789,32.15999984741211,32.34000015258789,32.650001525878906,2209200,32.650001525878906
2018-11-05,36.5,35.0,35.0,36.38999938964844,4105000,36.38999938964844
2018-11-06,36.77000045776367,34.779998779296875,35.70000076293945,36.400001525878906,2224600,36.400001525878906
2018-11-07,36.75,34.91999816894531,36.75,34.91999816894531,940400,34.91999816894531
2018-11-08,35.029998779296875,33.52000045776367,34.68000030517578,33.54999923706055,2190500,33.54999923706055
2018-11-09,34.4900016784668,32.86000061035156,33.65999984741211,34.310001373291016,1793900,34.310001373291016
2018-11-12,34.29999923706055,33.290000915527344,34.099998474121094,33.5099983215332,868500,33.5099983215332
2018-11-13,33.88999938964844,32.5099983215332,33.83000183105469,32.56999969482422,1452300,32.56999969482422
2018-11-14,33.900001525878906,32.630001068115234,32.630001068115234,33.41999816894531,1663000,33.41999816894531
2018-11-16,34.81999969482422,33.25,33.25,34.40999984741211,1059700,34.40999984741211
2018-11-19,34.470001220703125,33.33000183105469,34.439998626708984,33.66999816894531,1110800,33.66999816894531
2018-11-21,34.040000915527344,33.09000015258789,33.47999954223633,33.65999984741211,1198900,33.65999984741211
2018-11-22,33.93000030517578,33.25,33.61000061035156,33.43000030517578,396800,33.43000030517578
2018-11-23,33.68000030517578,32.15999984741211,33.40999984741211,33.099998474121094,1330300,33.099998474121094
2018-11-26,33.66999816894531,31.920000076293945,33.43000030517578,31.920000076293945,1373900,31.920000076293945
2018-11-27,32.79999923706055,31.850000381469727,32.11000061035156,32.52000045776367,1044700,32.52000045776367
2018-11-28,32.849998474121094,31.989999771118164,32.52000045776367,32.4900016784668,1166800,32.4900016784668
2018-11-29,34.150001525878906,32.22999954223633,32.22999954223633,33.880001068115234,1613200,33.880001068115234
2018-11-30,35.279998779296875,33.56999969482422,33.900001525878906,34.459999084472656,2120300,34.459999084472656
2018-12-03,35.689998626708984,34.810001373291016,35.189998626708984,35.22999954223633,1571400,35.22999954223633
