Date,High,Low,Open,Close,Volume,Adj Close
2019-11-14,15.640000343322754,14.920000076293945,14.9399995803833,15.600000381469727,1016200.0,14.90000057220459
2019-11-18,15.399999618530273,14.260000228881836,14.949999809265137,14.260000228881836,822700.0,14.260000228881836
2019-11-19,14.670000076293945,14.199999809265137,14.260000228881836,14.4399995803833,384100.0,14.4399995803833
2019-11-21,14.789999961853027,14.350000381469727,14.550000190734863,14.720000267028809,426200.0,14.720000267028809
2019-11-22,14.899999618530273,14.59000015258789,14.75,14.850000381469727,372600.0,14.850000381469727
2019-11-25,14.6899995803833,14.399999618530273,14.579999923706055,14.40999984741211,538400.0,14.40999984741211
2019-11-26,14.529999732971191,13.369999885559082,14.40999984741211,13.369999885559082,3053100.0,13.369999885559082
2019-11-27,13.920000076293945,13.130000114440918,13.539999961853027,13.789999961853027,1176200.0,13.789999961853027
2019-11-28,13.979999542236328,13.510000228881836,13.9399995803833,13.510000228881836,571700.0,13.510000228881836
2019-11-29,13.729999542236328,13.399999618530273,13.529999732971191,13.399999618530273,441600.0,13.399999618530273
2019-12-02,13.800000190734863,13.449999809265137,13.489999771118164,13.609999656677246,644400.0,13.609999656677246
2019-12-03,13.770000457763672,13.380000114440918,13.770000457763672,13.5,805600.0,13.5
2019-12-04,13.640000343322754,13.300000190734863,13.5,13.329999923706055,794200.0,13.329999923706055
2019-12-05,13.649999618530273,13.25,13.3100004196167,13.470000267028809,714300.0,13.470000267028809
2019-12-06,13.710000038146973,13.470000267028809,13.470000267028809,13.539999961853027,714600.0,13.539999961853027
2019-12-09,13.6899995803833,13.420000076293945,13.630000114440918,13.59000015258789,612000.0,13.59000015258789
2019-12-10,14.1899995803833,13.479999542236328,13.59000015258789,14.1899995803833,820500.0,14.1899995803833
2019-12-11,14.460000038146973,13.9399995803833,14.09000015258789,14.119999885559082,815300.0,14.119999885559082
2019-12-12,14.399999618530273,14.149999618530273,14.300000190734863,14.270000457763672,411900.0,14.270000457763672
2019-12-13,14.770000457763672,14.130000114440918,14.300000190734863,14.770000457763672,817700.0,14.770000457763672
2019-12-16,15.319999694824219,14.670000076293945,14.800000190734863,14.770000457763672,1041800.0,14.770000457763672
2019-12-17,15.239999771118164,14.699999809265137,15.09000015258789,14.850000381469727,776400.0,14.850000381469727
2019-12-18,15.229999542236328,14.470000267028809,14.949999809265137,15.229999542236328,1048400.0,15.229999542236328
2019-12-19,15.819999694824219,15.239999771118164,15.25,15.5,1051200.0,15.5
2019-12-20,15.640000343322754,15.119999885559082,15.640000343322754,15.350000381469727,445500.0,15.350000381469727
2019-12-23,15.75,15.329999923706055,15.350000381469727,15.720000267028809,536000.0,15.720000267028809
2019-12-26,16.600000381469727,15.670000076293945,15.789999961853027,16.540000915527344,960600.0,16.540000915527344
2019-12-27,17.149999618530273,16.360000610351562,16.510000228881836,16.360000610351562,655300.0,16.360000610351562
2019-12-30,17.0,16.479999542236328,16.770000457763672,16.729999542236328,489300.0,16.729999542236328
2020-01-02,17.100000381469727,16.719999313354492,16.979999542236328,17.100000381469727,543500.0,17.100000381469727
2020-01-03,17.34000015258789,16.1299991607666,16.600000381469727,16.809999465942383,1013300.0,16.809999465942383
2020-01-06,17.6299991607666,16.540000915527344,16.709999084472656,17.549999237060547,794100.0,17.549999237060547
2020-01-07,17.760000228881836,17.149999618530273,17.549999237060547,17.229999542236328,869500.0,17.229999542236328
2020-01-08,17.229999542236328,16.780000686645508,17.209999084472656,16.81999969482422,722800.0,16.81999969482422
2020-01-09,17.56999969482422,16.8799991607666,16.969999313354492,17.34000015258789,782700.0,17.34000015258789
2020-01-10,17.600000381469727,17.059999465942383,17.40999984741211,17.170000076293945,420100.0,17.170000076293945
2020-01-13,17.520000457763672,16.950000762939453,17.34000015258789,17.3700008392334,754400.0,17.3700008392334
2020-01-14,18.459999084472656,17.459999084472656,17.479999542236328,18.459999084472656,1410000.0,18.459999084472656
2020-01-15,19.889999389648438,18.530000686645508,19.520000457763672,19.0,2731300.0,19.0
2020-01-16,19.700000762939453,18.6200008392334,19.100000381469727,19.0,1496700.0,19.0
