Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,3.2699999809265137,3.049999952316284,3.0999999046325684,3.2699999809265137,50400.0,3.163658618927002
2019-01-03,3.2899999618530273,3.25,3.2899999618530273,3.2799999713897705,2600.0,3.1733334064483643
2019-01-04,3.319999933242798,3.2100000381469727,3.319999933242798,3.240000009536743,7400.0,3.134634256362915
2019-01-07,3.200000047683716,3.0999999046325684,3.200000047683716,3.200000047683716,3900.0,3.095935106277466
2019-01-08,3.309999942779541,3.200000047683716,3.25,3.200000047683716,12500.0,3.095935106277466
2019-01-09,3.2699999809265137,3.190000057220459,3.2100000381469727,3.2699999809265137,4200.0,3.163658618927002
2019-01-10,3.299999952316284,3.200000047683716,3.200000047683716,3.200000047683716,1800.0,3.095935106277466
2019-01-11,3.259999990463257,3.119999885559082,3.119999885559082,3.200000047683716,3000.0,3.095935106277466
2019-01-14,3.319999933242798,3.299999952316284,3.319999933242798,3.309999942779541,3700.0,3.202357769012451
2019-01-15,3.319999933242798,3.259999990463257,3.259999990463257,3.299999952316284,1900.0,3.192682981491089
2019-01-16,3.3499999046325684,3.299999952316284,3.299999952316284,3.3299999237060547,10900.0,3.221707344055176
2019-01-17,3.5,3.200000047683716,3.299999952316284,3.2300000190734863,24000.0,3.1249594688415527
2019-01-18,3.4800000190734863,3.259999990463257,3.3299999237060547,3.259999990463257,5200.0,3.1539838314056396
2019-01-21,3.259999990463257,3.259999990463257,3.259999990463257,3.259999990463257,3500.0,3.1539838314056396
2019-01-22,3.259999990463257,3.259999990463257,3.259999990463257,3.259999990463257,0.0,3.1539838314056396
2019-01-23,3.3499999046325684,3.259999990463257,3.259999990463257,3.319999933242798,1300.0,3.2120325565338135
2019-01-24,3.440000057220459,3.4000000953674316,3.430000066757202,3.4100000858306885,4600.0,3.2991058826446533
2019-01-28,3.5,3.4000000953674316,3.430000066757202,3.4000000953674316,4900.0,3.289431095123291
2019-01-29,3.4000000953674316,3.2699999809265137,3.309999942779541,3.2699999809265137,700.0,3.163658618927002
2019-01-30,3.4000000953674316,3.3399999141693115,3.4000000953674316,3.3399999141693115,900.0,3.231382131576538
2019-01-31,3.4000000953674316,3.3299999237060547,3.390000104904175,3.3299999237060547,16700.0,3.221707344055176
2019-02-01,3.3299999237060547,3.3299999237060547,3.3299999237060547,3.3299999237060547,600.0,3.221707344055176
2019-02-04,3.4000000953674316,3.390000104904175,3.390000104904175,3.4000000953674316,3100.0,3.289431095123291
2019-02-05,3.3299999237060547,3.3299999237060547,3.3299999237060547,3.3299999237060547,100.0,3.221707344055176
2019-02-06,3.3299999237060547,3.259999990463257,3.3299999237060547,3.3299999237060547,1100.0,3.221707344055176
2019-02-07,3.3299999237060547,3.259999990463257,3.259999990463257,3.299999952316284,1200.0,3.192682981491089
2019-02-08,3.299999952316284,3.259999990463257,3.299999952316284,3.299999952316284,14000.0,3.192682981491089
2019-02-11,3.299999952316284,3.299999952316284,3.299999952316284,3.299999952316284,300.0,3.192682981491089
2019-02-12,3.299999952316284,3.2100000381469727,3.240000009536743,3.2799999713897705,10500.0,3.1733334064483643
2019-02-13,3.2799999713897705,3.2799999713897705,3.2799999713897705,3.2799999713897705,0.0,3.1733334064483643
2019-02-14,3.2799999713897705,3.2799999713897705,3.2799999713897705,3.2799999713897705,0.0,3.1733334064483643
2019-02-15,3.25,3.1500000953674316,3.25,3.200000047683716,30100.0,3.095935106277466
2019-02-18,3.109999895095825,3.0999999046325684,3.109999895095825,3.0999999046325684,22400.0,2.9991869926452637
2019-02-19,3.0999999046325684,3.0199999809265137,3.0999999046325684,3.0999999046325684,3700.0,2.9991869926452637
2019-02-20,3.0999999046325684,3.0999999046325684,3.0999999046325684,3.0999999046325684,1000.0,2.9991869926452637
2019-02-21,3.119999885559082,3.0199999809265137,3.0199999809265137,3.119999885559082,2300.0,3.0185365676879883
