id,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AA,AA,AA,AA,AA,AA,AA,AA
233536000,-29.03,-28.29262369,-30.92634919,-41.95334956,-28.26855623,-30.14686482,-45.27517617,-38.83937663,-24.53718701,-27.78747494,-26.55160093,-29.34295066,-27.61354236,-32.67843571,-28.86363624,-29.45527657,-28.40938071,-30.1010404,-28.73742621,-27.56287557,-25.50312224,-26.69044584,-31.33577156,-28.28809094,-23.43457769,-27.87,-27.77,-26.79,-27.91,-28.31,-24.26,-30.85,-29.73
234534000,-32.37,-31.50816143,-33.777799,-43.95224862,-31.58014869,-33.58185642,-47.53972262,-40.73185337,-28.46914193,-31.30784382,-30.46127149,-32.80606541,-31.33428604,-36.26207439,-32.62833522,-32.78624418,-31.9116953,-33.48522491,-32.42914551,-31.25816531,-29.27258887,-30.33079014,-34.86368148,-31.82086662,-27.61217484,-31.34,-31.28,-30.31,-31.31,-31.84,-27.93,-33.87,-33.12
235532000,-35.40,-34.41658174,-36.47726242,-45.88265751,-34.70973658,-36.79989623,-49.71882776,-42.56326461,-32.03957108,-34.55379986,-34.04531567,-35.95847807,-34.722911,-39.53523835,-36.00783683,-35.87257388,-35.12620886,-36.58785364,-35.82589545,-34.58847671,-32.61342884,-33.54551879,-37.95843743,-35.0273889,-31.33525239,-34.57,-34.56,-33.52,-34.30,-35.05,-31.27,-36.72,-36.22
236530000,-38.24,-36.96619153,-39.04719977,-47.73549999,-37.59676208,-39.69184698,-51.75945129,-44.28336919,-35.2586401,-37.45542605,-37.24483182,-38.85875097,-37.69422155,-42.50558113,-39.06426299,-38.67584409,-38.01246946,-39.4522484,-38.81126985,-37.59398315,-35.58936046,-36.44226685,-40.71878164,-37.91126682,-34.6360064,-37.50,-37.60,-36.54,-36.91,-38.00,-34.27,-39.38,-38.98
237528000,-40.94,-39.25488753,-41.47330874,-49.50664657,-40.27797535,-42.26430841,-53.68831607,-45.99144669,-38.2058413,-40.12377054,-40.13026531,-41.55862166,-40.41168591,-45.30641636,-41.91723681,-41.32305984,-40.65245,-42.09319781,-41.4721774,-40.34019256,-38.32105176,-39.0801951,-43.1410716,-40.53708273,-37.54526374,-40.13,-40.34,-39.42,-39.34,-40.82,-37.08,-41.88,-41.47
238526000,-43.57,-41.46274761,-43.76148558,-51.20964788,-42.78686565,-44.64375819,-55.54701193,-47.74124949,-40.97399327,-42.67188947,-42.79459882,-44.13937725,-42.9171161,-47.98935144,-44.60557235,-43.87916877,-43.16851851,-44.68380001,-44.03843639,-42.95977499,-40.87035791,-41.55641633,-45.47284326,-43.07380229,-40.2766027,-42.59,-42.87,-42.23,-41.71,-43.47,-39.78,-44.36,-43.91
239524000,-46.19,-43.64541151,-45.9653073,-52.93061103,-45.17697876,-46.90361015,-57.40175729,-49.48153618,-43.57395386,-45.10571009,-45.2366755,-46.60258011,-45.28255446,-50.52076649,-47.1471799,-46.32595445,-45.64058402,-47.21033941,-46.53912072,-45.5035351,-43.31607717,-43.96157728,-47.77022123,-45.57371805,-42.88995153,-45.01,-45.32,-44.87,-43.93,-45.92,-42.29,-46.76,-46.28
240522000,-48.69,-45.8338455,-48.02734465,-54.60125143,-47.45124109,-49.04180307,-59.22336227,-51.21872558,-45.97899477,-47.36656631,-47.49457303,-48.92767917,-47.51056586,-52.8988629,-49.57030642,-48.71705863,-48.02509894,-49.68917703,-48.99082084,-47.98475314,-45.71961147,-46.25992881,-50.00058217,-48.02518065,-45.40700989,-47.24,-47.63,-47.31,-46.04,-48.21,-44.70,-49.08,-48.54
241520000,-51.08,-47.94628512,-49.95004974,-56.19026255,-49.54532089,-51.02805243,-60.99178121,-52.93992657,-48.1637071,-49.40194941,-49.54621902,-51.16056237,-49.60162325,-55.15738912,-51.92308417,-50.97601909,-50.3109565,-52.08001572,-51.3437875,-50.36256585,-48.08037263,-48.49969664,-52.17594967,-50.33970172,-47.79964818,-49.34,-49.74,-49.63,-48.09,-50.40,-47.00,-51.28,-50.74
242518000,-53.35,-49.92096306,-51.81256317,-57.71015418,-51.49118323,-52.90719575,-62.69003471,-54.60199101,-50.13897768,-51.33995204,-51.43691024,-53.27448673,-51.56563551,-57.27743717,-54.14557608,-53.13582986,-52.46571836,-54.33759378,-53.59234566,-52.59012278,-50.34482089,-50.58526838,-54.26084954,-52.5136791,-50.03966873,-51.29,-51.71,-51.78,-50.14,-52.54,-49.24,-53.33,-52.77
243516000,-55.54,-51.8429737,-53.67340227,-59.20300813,-53.38444212,-54.71140163,-64.33393261,-56.21911697,-52.02968378,-53.17462353,-53.22586102,-55.32138117,-53.45430262,-59.27524825,-56.23582022,-55.17963564,-54.50630982,-56.44333415,-55.7844227,-54.66438864,-52.50528176,-52.56283654,-56.25101065,-54.46949946,-52.18872612,-53.16,-53.58,-53.82,-52.18,-54.63,-51.44,-55.28,-54.68
244514000,-57.68,-53.67854555,-55.50476918,-60.69533235,-55.18295436,-56.51906031,-65.94893644,-57.79200587,-53.82832662,-54.9106886,-54.93547445,-57.23353753,-55.32936194,-61.20989563,-58.11532976,-57.0991239,-56.46839681,-58.44784909,-57.89128382,-56.65440341,-54.58623678,-54.45463337,-58.18388106,-56.35964759,-54.25791749,-55.03,-55.39,-55.81,-54.13,-56.69,-53.60,-57.19,-56.56
245512000,-59.57,-55.4623702,-57.35229315,-62.1731187,-56.89536005,-58.21770651,-67.51021324,-59.32453356,-55.48589732,-56.49011787,-56.5066808,-58.92509289,-57.09451091,-63.00794758,-59.84997716,-58.89517868,-58.26798909,-60.28330039,-59.85987287,-58.53737568,-56.52356051,-56.22525677,-59.93946994,-58.10887758,-56.17661144,-56.76,-57.06,-57.68,-55.99,-58.63,-55.67,-58.92,-58.31
246510000,-61.21,-57.22457873,-59.18597505,-63.61183577,-58.53311547,-59.85502358,-69.00280582,-60.80531967,-57.05437387,-58.00954611,-58.02681765,-60.50143378,-58.79923159,-64.67200474,-61.43064974,-60.62573657,-59.99252249,-61.98550972,-61.64800183,-60.30305167,-58.41423415,-57.96457033,-61.5536599,-59.7588599,-57.97101205,-58.42,-58.62,-59.46,-57.73,-60.50,-57.57,-60.56,-59.94
247508000,-62.66,-58.94871532,-60.9575735,-65.02869893,-60.05805504,-61.39646923,-70.42832547,-62.28568959,-58.56729987,-59.46153198,-59.51900447,-61.96950465,-60.43089035,-66.21441776,-62.83243004,-62.21883515,-61.59040353,-63.56950928,-63.27647302,-61.93817673,-60.19854713,-59.62526771,-63.10834748,-61.30529935,-59.61078176,-59.97,-60.06,-61.13,-59.38,-62.22,-59.38,-62.07,-61.41
248506000,-64.12,-60.57452951,-62.7195731,-66.4013979,-61.48391967,-62.88568716,-71.79572693,-63.73888094,-59.99634784,-60.85199357,-60.96014245,-63.31216214,-61.99599248,-67.59389052,-64.07652559,-63.69528252,-63.06189386,-65.01925307,-64.73428153,-63.47626731,-61.82779911,-61.21881631,-64.57515489,-62.80813845,-61.19498917,-61.50,-61.44,-62.68,-60.90,-63.86,-61.09,-63.50,-62.83
249504000,-65.47,-62.07321139,-64.43434843,-67.68909465,-62.83580534,-64.33708709,-73.03853197,-65.17536063,-61.33412013,-62.18043346,-62.37205195,-64.59104858,-63.49282873,-68.83842473,-65.20432882,-65.06436514,-64.40790943,-66.37370547,-65.98232266,-64.87760553,-63.4228087,-62.8039081,-65.96683304,-64.27601867,-62.74227497,-62.96,-62.82,-64.16,-62.36,-65.37,-62.71,-64.90,-64.18
250502000,-66.65,-63.43728437,-66.14426659,-68.89309121,-64.05999292,-65.67845607,-74.22409472,-66.54579156,-62.62366529,-63.44346459,-63.75665319,-65.81128957,-64.90426953,-69.98136478,-66.22534595,-66.32373958,-65.68336109,-67.64842816,-67.10955261,-66.18968901,-64.95816252,-64.29398979,-67.29275466,-65.69245765,-64.21601296,-64.39,-64.19,-65.55,-63.69,-66.80,-64.21,-66.23,-65.48
251500000,-67.64,-64.70494294,-67.82070297,-70.06244343,-65.21343067,-66.91480721,-75.38650431,-67.90963626,-63.81277657,-64.6613776,-64.99915759,-66.96140134,-66.29338132,-71.0871029,-67.15920394,-67.53941627,-66.88768772,-68.86128099,-68.19513367,-67.46542738,-66.45572333,-65.69544572,-68.49723784,-67.05932718,-65.6061025,-65.81,-65.56,-66.88,-65.01,-68.14,-65.69,-67.56,-66.78
252498000,-68.55,-65.80645137,-69.46035938,-71.26265966,-66.34081594,-68.1321213,-76.54530031,-69.23922741,-64.96907222,-65.81528246,-66.09232969,-68.10293049,-67.67391313,-72.19120695,-68.00199668,-68.66544579,-68.00123813,-69.99586165,-69.18066342,-68.72587688,-67.94312204,-67.05871126,-69.54251076,-68.4002145,-66.97018641,-67.25,-66.95,-68.12,-66.27,-69.37,-67.08,-68.83,-68.04
253496000,-69.49,-66.92863688,-71.0279535,-72.41605325,-67.48863699,-69.29010021,-77.66551884,-70.60144088,-66.09927636,-66.94066313,-67.10234563,-69.14202026,-68.97912916,-73.18828655,-68.72720609,-69.7379782,-69.0783999,-71.06069499,-70.09288507,-69.93113155,-69.38414953,-68.31622666,-70.52207622,-69.71752014,-68.32747211,-68.70,-68.34,-69.29,-67.44,-70.49,-68.37,-70.02,-69.24
254494000,-70.47,-68.09174108,-72.51434984,-73.52017449,-68.66802761,-70.41894845,-78.72131262,-71.95109673,-67.23034022,-68.12587288,-68.0448778,-70.10504491,-70.24767508,-74.19006492,-69.34641483,-70.71876761,-70.06137508,-72.02662177,-70.95462673,-71.1362124,-70.73903093,-69.50209089,-71.4814791,-71.00663092,-69.5864157,-70.03,-69.65,-70.35,-68.53,-71.51,-69.53,-71.12,-70.42
255492000,-71.47,-69.25087651,-73.93195206,-74.58752743,-69.76484555,-71.60978363,-79.75254371,-73.33808371,-68.30357242,-69.34173514,-68.93664155,-71.11188675,-71.4975261,-75.22349778,-69.98103696,-71.70541871,-71.04548697,-72.97858492,-71.88148283,-72.2783847,-71.99697179,-70.67369218,-72.43960399,-72.2062455,-70.77146884,-71.29,-70.91,-71.27,-69.50,-72.44,-70.50,-72.10,-71.50
256490000,-72.50,-70.4040713,-75.25576338,-75.60362822,-70.77235897,-72.72754147,-80.81154522,-74.73258924,-69.34710076,-70.51390997,-69.72169403,-71.9656211,-72.62756777,-76.16986448,-70.44397467,-72.5738892,-71.93412295,-73.85459392,-72.73483047,-73.3164321,-73.02217055,-71.69036645,-73.2797414,-73.29762372,-71.87100953,-72.48,-72.11,-72.10,-70.45,-73.35,-71.42,-72.95,-72.52
257488000,-73.25,-71.5090067,-76.51564862,-76.57963161,-71.70276212,-73.8004442,-81.85854347,-76.03375824,-70.28339093,-71.60926357,-70.36216911,-72.64448202,-73.62376538,-76.91464024,-70.71632449,-73.2037897,-72.59395293,-74.50745353,-73.38189817,-74.17960924,-73.84080107,-72.55303081,-73.89666547,-74.22828968,-72.84087136,-73.55,-73.21,-72.82,-71.27,-74.12,-72.22,-73.78,-73.46
258486000,-74.12,-72.48921961,-77.74328178,-77.5606602,-72.59131794,-74.765658,-82.89156857,-77.31745005,-71.1090002,-72.5765097,-70.91074284,-73.2213539,-74.49848089,-77.49497317,-70.82936078,-73.6884699,-73.12682689,-75.02981091,-73.84151146,-74.9173435,-74.43543725,-73.27723624,-74.38027646,-75.030642,-73.73662318,-74.51,-74.20,-73.41,-71.95,-74.62,-72.88,-74.45,-74.29
259484000,-74.74,-73.35290313,-78.92555357,-78.52664703,-73.41590907,-75.63634175,-83.83751697,-78.53426106,-71.86260465,-73.42480379,-71.45350534,-73.72857523,-75.30863381,-77.86751207,-70.87544935,-74.07483908,-73.55001782,-75.48264289,-74.2458583,-75.58802845,-74.95856598,-73.88192036,-74.77409602,-75.78589021,-74.61788277,-75.38,-75.12,-73.82,-72.51,-75.02,-73.44,-74.92,-74.96
260482000,-75.08,-74.13918121,-80.08048233,-79.44722474,-74.1991644,-76.44722834,-84.73584647,-79.63169172,-72.60882405,-74.17455246,-72.01882345,-74.12595742,-76.00000379,-78.11666445,-70.89001967,-74.32939379,-73.92635481,-75.89043939,-74.5687265,-76.13714988,-75.3965656,-74.34932139,-75.16481838,-76.4735388,-75.44394221,-76.16,-75.97,-74.11,-73.02,-75.34,-73.93,-75.28,-75.47
261480000,-75.53,-74.93887349,-81.17562746,-79.89201039,-74.98341603,-77.2102362,-85.58625263,-80.66492519,-73.40251347,-74.91665108,-72.6753694,-74.5482923,-76.61405322,-78.36758573,-70.97549336,-74.62689825,-74.32508139,-76.28428589,-74.82232108,-76.67353898,-75.95626046,-74.82795905,-75.57860636,-77.13386739,-76.23420926,-76.88,-76.75,-74.44,-73.58,-75.71,-74.47,-75.67,-75.94
262478000,-76.17,-75.84090922,-82.2711374,-80.65077352,-75.82055188,-78.02370917,-86.35160138,-81.66352964,-74.24016497,-75.7107051,-73.40447115,-75.04874058,-77.23302715,-78.81349301,-71.31849329,-75.1168251,-74.88890174,-76.79688742,-75.3860171,-77.30334741,-76.5799073,-75.33160287,-76.12140406,-77.82034108,-77.06777052,-77.57,-77.48,-74.94,-74.30,-76.21,-75.21,-76.20,-76.53
263476000,-76.77,-76.70034612,-83.29924756,-81.41436277,-76.67939599,-78.82853443,-87.19350172,-82.63106242,-75.01462975,-76.47868351,-74.06150903,-75.64280738,-77.85633685,-79.36409681,-71.86102497,-75.64332843,-75.50630701,-77.41121665,-76.01816011,-77.93367806,-77.25440711,-75.91687581,-76.72879902,-78.47824167,-77.89840398,-78.29,-78.23,-75.55,-75.02,-76.82,-75.99,-76.78,-77.16
264474000,-77.23,-77.42582456,-84.34945701,-82.10369131,-77.45593682,-79.56397811,-88.03268037,-83.61362615,-75.70177823,-77.18319382,-74.72673894,-76.24502666,-78.39191561,-79.93610225,-72.51908839,-76.10724172,-76.05473708,-77.99064246,-76.64060054,-78.48223107,-77.88130606,-76.4862611,-77.35502046,-79.00453923,-78.65776544,-78.99,-79.00,-76.08,-75.67,-77.47,-76.78,-77.34,-77.73
265472000,-77.75,-78.07379645,-85.33700302,-82.79312902,-78.18978782,-80.29585928,-88.83780116,-84.61054362,-76.36006515,-77.8434641,-75.45040105,-76.86896387,-78.89760834,-80.56407592,-73.24027898,-76.57251824,-76.63513872,-78.52425071,-77.28925115,-78.93163099,-78.59055973,-77.0257145,-77.95525666,-79.43625523,-79.34152892,-79.66,-79.72,-76.68,-76.28,-78.21,-77.61,-77.88,-78.23
266470000,-78.37,-78.66102095,-86.31630674,-83.50457041,-78.93137958,-81.09280971,-89.62389658,-85.61160874,-77.02384258,-78.56197427,-76.2696393,-77.60539992,-79.45678154,-81.23573262,-74.01890587,-77.12839207,-77.25583885,-79.06584816,-78.02630922,-79.47002801,-79.34676784,-77.61270152,-78.70617252,-79.91134765,-80.04221662,-80.34,-80.39,-77.42,-76.96,-79.07,-78.53,-78.49,-78.83
267468000,-79.01,-79.13046696,-87.21768968,-84.21535832,-79.67218825,-81.96546238,-90.34432805,-86.61728011,-77.62448339,-79.21855891,-77.08848674,-78.36462122,-79.99394362,-81.84208966,-74.75823593,-77.64319585,-77.83338441,-79.67427687,-78.74315227,-80.01860267,-80.1066322,-78.23636018,-79.44938382,-80.42801799,-80.67765476,-81.03,-81.12,-78.20,-77.65,-79.90,-79.37,-79.13,-79.44
268466000,-79.51,-79.57916438,-88.11941168,-84.85398653,-80.37921974,-82.78128751,-91.0730049,-87.59718486,-78.13194342,-79.82851303,-77.8776375,-79.08546002,-80.4862099,-82.39978162,-75.47275103,-78.18834398,-78.41209414,-80.24114407,-79.41761162,-80.56143646,-80.86291382,-78.87226878,-80.18759675,-80.84953894,-81.23478485,-81.73,-81.84,-79.04,-78.33,-80.70,-80.16,-79.81,-80.02
269464000,-79.93,-79.97941386,-88.99530704,-85.47085175,-81.02581877,-83.42872475,-91.76195894,-88.62302963,-78.67333254,-80.45008276,-78.65376726,-79.84728463,-80.98612009,-82.97539193,-76.17215871,-78.77187582,-79.01364827,-80.81283291,-80.12488348,-81.06496182,-81.57710376,-79.55700345,-80.86472551,-81.2399156,-81.74467626,-82.34,-82.51,-79.92,-79.05,-81.54,-80.97,-80.57,-80.64
270462000,-80.40,-80.35691079,-89.88404319,-86.09892595,-81.6594105,-83.91808642,-92.42160035,-89.65987717,-79.25587563,-81.02305056,-79.39558616,-80.6230858,-81.4600472,-83.66405483,-76.92628009,-79.39687906,-79.60413405,-81.37800298,-80.81909842,-81.55750422,-82.25033272,-80.26664496,-81.52704745,-81.57497603,-82.16746837,-82.90,-83.15,-80.81,-79.79,-82.43,-81.76,-81.32,-81.26
271460000,-80.97,-80.76892344,-90.77723276,-86.79151106,-82.28677356,-84.31734363,-93.13002687,-90.72758523,-79.93071909,-81.56609877,-80.1405126,-81.47854379,-81.97267753,-84.38855486,-77.74216406,-80.05617338,-80.22927063,-81.95214658,-81.50180674,-82.06439357,-82.94169751,-81.01106815,-82.18564916,-81.88148897,-82.55798135,-83.38,-83.69,-81.68,-80.54,-83.33,-82.58,-82.08,-81.88
272458000,-81.56,-81.1376965,-91.63664381,-87.41155696,-82.91671265,-84.67601375,-93.85219278,-91.77154584,-80.60484195,-82.11205084,-80.90551026,-82.35648817,-82.50989003,-85.18333385,-78.63304768,-80.72515635,-80.87720379,-82.56587557,-82.17177583,-82.57228797,-83.68107247,-81.81920949,-82.8395243,-82.22949868,-82.89268285,-83.75,-84.17,-82.55,-81.33,-84.23,-83.39,-82.76,-82.49
273456000,-82.16,-81.61728768,-92.50453132,-88.02371083,-83.52398145,-84.99610219,-94.60130128,-92.82029927,-81.3392387,-82.65996487,-81.67616165,-83.24361456,-83.11090535,-85.97519521,-79.57736042,-81.44338874,-81.54593093,-83.17511991,-82.87441409,-83.17854025,-84.447866,-82.67095231,-83.52308127,-82.63760348,-83.26458112,-84.15,-84.64,-83.41,-82.16,-85.16,-84.20,-83.41,-83.16
274454000,-82.76,-82.20307566,-93.38919584,-88.67962317,-84.13724739,-85.29065732,-95.31993388,-93.84377699,-82.12302201,-83.17674045,-82.47242471,-84.10992809,-83.74386647,-86.79706707,-80.57337053,-82.13707896,-82.25486015,-83.81912378,-83.56824831,-83.80642406,-85.30680576,-83.58507576,-84.29808857,-83.18941031,-83.74803131,-84.60,-85.15,-84.32,-83.06,-86.06,-85.06,-84.04,-83.88
275452000,-83.40,-82.83756886,-94.23356657,-89.39431812,-84.76230139,-85.59485443,-96.02224921,-94.83428589,-82.94768448,-83.75495356,-83.29583149,-84.98469797,-84.47947628,-87.65360712,-81.59569958,-82.86841353,-82.96861909,-84.49418302,-84.28943515,-84.46947874,-86.21257626,-84.48473659,-85.06003911,-83.82052908,-84.33666407,-85.13,-85.66,-85.24,-84.01,-87.03,-86.00,-84.72,-84.66
276450000,-84.06,-83.48867954,-95.08317426,-90.09526703,-85.38830211,-85.96120452,-96.6457955,-95.85175617,-83.81072579,-84.39279685,-84.10820518,-85.84965885,-85.21720496,-88.4990261,-82.58180468,-83.56677936,-83.67091258,-85.18302332,-84.91213017,-85.1982646,-87.14478205,-85.39903337,-85.84389182,-84.51718893,-85.01568509,-85.73,-86.19,-86.20,-84.97,-87.99,-86.89,-85.47,-85.46
277448000,-84.79,-84.10284959,-95.94696882,-90.71044439,-86.01907829,-86.42230264,-97.20427435,-96.86574155,-84.66030907,-84.98085824,-84.87433125,-86.67220212,-85.93872916,-89.29882002,-83.4866687,-84.21770604,-84.33805788,-85.84420395,-85.43723574,-85.87750118,-88.13068357,-86.26398277,-86.57414467,-85.19039873,-85.7362877,-86.36,-86.61,-87.08,-85.86,-88.95,-87.77,-86.16,-86.22
278446000,-85.49,-84.70859786,-96.79347825,-91.31481584,-86.65962343,-86.92541544,-97.76337211,-97.90850138,-85.50232636,-85.54857806,-85.63781356,-87.43689451,-86.60406848,-90.04186325,-84.21916878,-84.85740738,-84.96439784,-86.53048664,-85.9067586,-86.60583416,-89.14623771,-87.11082684,-87.26224114,-85.92576624,-86.43023809,-86.96,-87.02,-87.91,-86.66,-89.89,-88.59,-86.85,-86.98
279444000,-86.23,-85.27844317,-97.69074103,-91.90312202,-87.27596112,-87.51027542,-98.32688515,-98.97002372,-86.34609242,-86.11781406,-86.40045475,-88.15909852,-87.31453491,-90.69437989,-84.87303236,-85.45486179,-85.54914407,-87.26344327,-86.42032999,-87.31596988,-90.16003917,-87.90307515,-87.9394902,-86.70093316,-87.16331113,-87.61,-87.41,-88.64,-87.33,-90.79,-89.35,-87.48,-87.73
280442000,-86.97,-85.90460269,-98.58682964,-92.49102833,-87.88991869,-88.13527804,-98.89168524,-100.0545699,-87.10438133,-86.66688419,-87.11317661,-88.8203696,-88.00572301,-91.24108139,-85.43393138,-86.02216023,-86.11086702,-87.98282277,-86.94787047,-88.07235888,-91.12134314,-88.69022841,-88.53232745,-87.48732056,-87.83454861,-88.30,-87.91,-89.35,-88.00,-91.56,-90.04,-88.11,-88.48
281440000,-87.68,-86.49575225,-99.52595425,-92.59803347,-88.43549695,-88.79931023,-99.54224015,-101.1537641,-87.83200095,-87.21121174,-87.75993507,-89.36963743,-88.68697211,-91.66004759,-85.89222644,-86.54863271,-86.63557336,-88.75765567,-87.56960722,-88.80307005,-92.01284431,-89.40137739,-89.0884915,-88.29756845,-88.5013587,-89.00,-88.50,-89.99,-88.58,-92.24,-90.67,-88.77,-89.16
282438000,-88.37,-87.09532709,-100.4503805,-93.14109796,-88.96092093,-89.41189346,-100.2524561,-102.2854869,-88.49336762,-87.72127124,-88.34045483,-89.86650314,-89.39270267,-91.99963817,-86.32195178,-87.12004145,-87.17421338,-89.53352892,-88.19681705,-89.55107735,-92.78996191,-90.08111816,-89.66398379,-89.10573436,-89.18533706,-89.73,-89.08,-90.61,-89.17,-92.81,-91.26,-89.39,-89.84
283436000,-89.02,-87.69769862,-101.3989986,-93.63309612,-89.47425819,-89.99102893,-100.9330078,-103.4695538,-89.16744795,-88.20896772,-88.83398527,-90.30495222,-90.08261822,-92.23492418,-86.72678344,-87.70104454,-87.70517084,-90.32171724,-88.82191298,-90.34775079,-93.45640903,-90.72340535,-90.23951229,-89.92872354,-89.90574333,-90.41,-89.65,-91.11,-89.71,-93.24,-91.79,-90.02,-90.49
284434000,-89.65,-88.37254132,-102.3660134,-94.1890279,-90.02421463,-90.58073771,-101.6527559,-104.6993041,-89.78826938,-88.74505786,-89.30261728,-90.63649255,-90.78776125,-92.43426963,-87.1886486,-88.3006705,-88.26359889,-91.10178838,-89.38413884,-91.09980071,-94.10002564,-91.32215608,-90.78996502,-90.73535003,-90.67500972,-91.09,-90.26,-91.56,-90.25,-93.56,-92.25,-90.58,-91.12
285432000,-90.28,-88.98902495,-103.366091,-94.83013839,-90.57879552,-91.11692736,-102.4366866,-105.9640349,-90.43017387,-89.31687993,-89.76301728,-90.95146958,-91.45274678,-92.65481747,-87.711515,-88.94613794,-88.82991019,-91.83585351,-89.90447489,-91.82015884,-94.59695835,-91.91936392,-91.32753507,-91.49457551,-91.41909193,-91.66,-90.84,-92.01,-90.75,-93.91,-92.70,-91.12,-91.69
286430000,-90.94,-89.6327919,-104.3716773,-95.53149168,-91.1756361,-91.66855988,-103.1598983,-107.2245165,-91.12854737,-89.90987259,-90.2430597,-91.30404636,-92.14283641,-92.96792534,-88.24572137,-89.61028855,-89.43384216,-92.49849285,-90.36398863,-92.51291208,-95.1176544,-92.51648757,-91.79066185,-92.23026077,-92.08782923,-92.18,-91.32,-92.45,-91.22,-94.29,-93.13,-91.62,-92.24
287428000,-91.59,-90.28216763,-105.4020809,-96.22985302,-91.8582759,-92.23987085,-103.896654,-108.519153,-91.80553894,-90.58361396,-90.80950374,-91.6921563,-92.79575146,-93.32893688,-88.82091997,-90.31302746,-90.09817959,-93.14349135,-90.81153089,-93.17372502,-95.60773327,-93.08487029,-92.29384864,-92.95753303,-92.80132026,-92.74,-91.81,-92.92,-91.66,-94.58,-93.43,-92.10,-92.76
288426000,-92.25,-90.89316053,-106.4442642,-96.89948897,-92.58316064,-92.88631722,-104.5830137,-109.7901226,-92.56781393,-91.27599064,-91.44319085,-92.11451232,-93.49150938,-93.73596472,-89.42766956,-91.06810845,-90.70508284,-93.80231367,-91.29596953,-93.82255791,-96.1332968,-93.64670283,-92.77829831,-93.71560396,-93.50255777,-93.33,-92.34,-93.34,-92.10,-94.82,-93.68,-92.60,-93.31
289424000,-92.93,-91.54022675,-107.5110037,-97.565275,-93.30096602,-93.57727841,-105.3034123,-111.0670776,-93.31666461,-92.01041618,-92.1050128,-92.51841758,-94.16420013,-94.13305966,-90.08344474,-91.8383599,-91.38888369,-94.47512874,-91.77779146,-94.46931232,-96.62882067,-94.2090472,-93.28611684,-94.49007763,-94.24354153,-93.99,-92.97,-93.83,-92.55,-94.96,-93.85,-93.10,-93.87
290422000,-93.58,-92.21055705,-108.6118408,-98.282599,-94.09786684,-94.30787477,-105.9916264,-112.3721635,-94.08140122,-92.77840378,-92.72593231,-92.90156336,-94.85585949,-94.49079219,-90.72206793,-92.63268289,-92.06232526,-95.14497616,-92.26139255,-95.1142153,-97.09534181,-94.80439215,-93.81467978,-95.25073888,-95.01535155,-94.65,-93.65,-94.35,-93.06,-95.16,-94.08,-93.64,-94.47
291420000,-94.20,-92.90429598,-109.7163293,-99.02123882,-94.87518485,-95.02352393,-106.6715087,-113.6175341,-94.83138725,-93.54228344,-93.33360211,-93.30195001,-95.54392691,-94.92325811,-91.30781839,-93.34490795,-92.70285557,-95.79041433,-92.83806577,-95.76837272,-97.55500961,-95.3988893,-94.3457809,-95.97756957,-95.78341831,-95.44,-94.44,-94.95,-93.64,-95.40,-94.39,-94.24,-95.02
292418000,-94.76,-93.58447505,-110.8667052,-99.76723393,-95.61385747,-95.76234612,-107.3252637,-114.8806846,-95.58107974,-94.22964883,-93.93476737,-93.75386849,-96.18880122,-95.3815776,-91.92042413,-94.0643034,-93.36670502,-96.45076424,-93.44989782,-96.38431901,-97.98196075,-95.96840586,-94.8994015,-96.71042798,-96.53003788,-96.17,-95.19,-95.56,-94.19,-95.72,-94.79,-94.89,-95.55
293416000,-95.32,-94.26193818,-112.1056905,-100.4691434,-96.35783563,-96.49905302,-108.036333,-116.121706,-96.31363621,-94.88473353,-94.52360054,-94.29768609,-96.81231209,-95.97427345,-92.52503235,-94.75830865,-94.0143367,-97.12305434,-94.11860514,-96.93564788,-98.42664869,-96.53655284,-95.45130194,-97.39598075,-97.23829276,-96.88,-95.92,-96.17,-94.79,-96.14,-95.19,-95.53,-96.05
294414000,-95.87,-94.93143398,-113.3957389,-101.1918154,-97.03103428,-97.22923732,-108.7722646,-117.4047964,-97.00521356,-95.44873781,-95.09363248,-94.86998806,-97.38099396,-96.59697168,-93.12745,-95.44940421,-94.65330947,-97.77614795,-94.80689868,-97.48664414,-98.8485061,-97.03771242,-96.03224195,-98.05713344,-97.93536096,-97.58,-96.61,-96.76,-95.34,-96.57,-95.64,-96.14,-96.54
295412000,-96.37,-95.5218618,-114.660712,-101.9891017,-97.63213243,-97.90742314,-109.5632388,-118.7644579,-97.61516768,-95.94869633,-95.64333172,-95.42769478,-97.95314687,-97.16874271,-93.72880287,-96.06558245,-95.23051862,-98.42199499,-95.46845388,-98.00318758,-99.25249306,-97.5032115,-96.56429582,-98.716635,-98.58676073,-98.20,-97.28,-97.26,-95.82,-96.96,-95.99,-96.68,-97.02
296410000,-96.89,-96.1364957,-116.0102449,-102.7983485,-98.22416326,-98.49488835,-110.3976968,-120.1919699,-98.19958798,-96.42493351,-96.16113066,-95.99059925,-98.54525479,-97.70899014,-94.32150985,-96.6622741,-95.74861287,-99.06537343,-96.04669519,-98.56719687,-99.61146447,-97.98517804,-97.12648032,-99.32608391,-99.22624266,-98.74,-97.89,-97.78,-96.32,-97.33,-96.40,-97.21,-97.53
