id,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AA,AA,AA,AA,AA,AA,AA,AA
545.91,-145.56,-122.39,-122.26,-121.89,-121.37,-122.32,-122.70,-121.59,-125.9259384,-121.933179,-124.2298618,-123.8038007,-127.5493433,-124.8235695,-124.7160065,-123.963833,-124.9386228,-124.0367161,-124.0145681,-123.172426,-125.8372881,-123.9371252,-123.1444615,-124.4506726,-123.8048541,-146.61,-123.98,-123.63,-123.34,-122.77,-123.65,-123.76,-122.76
546.91,-145.88,-122.87,-122.71,-122.36,-121.85,-122.77,-123.07,-121.98,-126.195968,-122.4586579,-124.4629291,-124.1778897,-127.9454381,-125.0320817,-124.9736171,-124.3141941,-125.3266641,-124.1907875,-124.3390247,-123.5819349,-126.2120488,-124.2562842,-123.5240605,-124.8312816,-124.3873317,-146.93,-124.54,-124.08,-123.79,-123.22,-124.16,-124.10,-123.15
547.91,-146.25,-123.45,-123.17,-122.87,-122.30,-123.21,-123.42,-122.40,-126.4598671,-122.945829,-124.7078132,-124.5363719,-128.3167938,-125.3138354,-125.2652687,-124.7172665,-125.6716062,-124.3749039,-124.6571207,-123.9855518,-126.5961982,-124.6313296,-123.9059627,-125.1903482,-124.8800557,-147.29,-125.05,-124.56,-124.28,-123.66,-124.63,-124.45,-123.58
548.90,-146.61,-123.98,-123.63,-123.34,-122.77,-123.65,-123.76,-122.76,-126.7504282,-123.4844175,-124.9912748,-124.9388827,-128.7247293,-125.616659,-125.6081105,-125.1220529,-126.0285082,-124.5080391,-124.9830913,-124.4047226,-126.9947171,-125.0216333,-124.2841349,-125.5089825,-125.4001615,-147.64,-125.53,-125.05,-124.73,-124.12,-125.10,-124.83,-123.99
549.90,-146.93,-124.54,-124.08,-123.79,-123.22,-124.16,-124.10,-123.15,-127.0845299,-123.9601107,-125.260483,-125.3274821,-129.1249014,-125.9225399,-125.9317059,-125.5417594,-126.4316357,-124.6793633,-125.3424112,-124.7992798,-127.3704697,-125.4250044,-124.689559,-125.8349368,-125.911854,-147.96,-125.94,-125.52,-125.19,-124.61,-125.59,-125.25,-124.38
550.90,-147.29,-125.05,-124.56,-124.28,-123.66,-124.63,-124.45,-123.58,-127.4344949,-124.4825276,-125.5300762,-125.7033805,-129.4965238,-126.2439956,-126.2885088,-126.0150048,-126.8610454,-124.8838628,-125.7249493,-125.2099425,-127.7644656,-125.8379056,-125.1025913,-126.1598004,-126.3932058,-148.24,-126.37,-126.01,-125.67,-125.07,-126.09,-125.65,-124.76
551.90,-147.64,-125.53,-125.05,-124.73,-124.12,-125.10,-124.83,-123.99,-127.7477444,-124.9990477,-125.8354427,-126.1316599,-129.8756779,-126.6056045,-126.6679446,-126.4305468,-127.256397,-125.1086994,-126.1193465,-125.6220353,-128.1344222,-126.2463853,-125.480764,-126.4738859,-126.8822087,-148.53,-126.80,-126.48,-126.17,-125.58,-126.59,-126.05,-125.17
552.90,-147.96,-125.94,-125.52,-125.19,-124.61,-125.59,-125.25,-124.38,-128.1143102,-125.488317,-126.175285,-126.5532565,-130.219066,-126.9161178,-127.0209162,-126.843582,-127.677993,-125.386704,-126.4670307,-126.0074743,-128.5407009,-126.658819,-125.8898906,-126.7783495,-127.3556401,-148.83,-127.20,-126.96,-126.67,-126.08,-127.06,-126.47,-125.58
553.89,-148.24,-126.37,-126.01,-125.67,-125.07,-126.09,-125.65,-124.76,-128.4557333,-126.0159521,-126.5614524,-126.9535879,-130.5696386,-127.2750647,-127.4081201,-127.2824672,-128.0367831,-125.6417694,-126.82377,-126.4140818,-128.8743514,-127.0689999,-126.273336,-127.1656308,-127.8385203,-149.11,-127.64,-127.43,-127.21,-126.59,-127.52,-126.90,-125.99
554.89,-148.53,-126.80,-126.48,-126.17,-125.58,-126.59,-126.05,-125.17,-128.8460875,-126.5005909,-126.978639,-127.3830033,-130.8421177,-127.6532678,-127.7951698,-127.7322414,-128.4245247,-125.9572531,-127.1982102,-126.8278665,-129.2464873,-127.5152258,-126.6715288,-127.4638514,-128.2617874,-149.37,-128.06,-127.87,-127.74,-127.04,-127.97,-127.36,-126.39
555.89,-148.83,-127.20,-126.96,-126.67,-126.08,-127.06,-126.47,-125.58,-129.189853,-127.0114546,-127.4381817,-127.8301804,-131.1684891,-128.0101563,-128.192477,-128.1443355,-128.7848095,-126.2856126,-127.5424278,-127.2688992,-129.6232457,-127.936225,-127.0599893,-127.7948374,-128.6772487,-149.61,-128.46,-128.36,-128.26,-127.55,-128.46,-127.80,-126.81
556.89,-149.11,-127.64,-127.43,-127.21,-126.59,-127.52,-126.90,-125.99,-129.5916186,-127.5072893,-127.9164305,-128.2459848,-131.3967431,-128.3712391,-128.594701,-128.589994,-129.2005352,-126.6237111,-127.9570126,-127.658371,-129.9720382,-128.4173942,-127.5137537,-128.1276564,-129.0981517,-149.90,-128.88,-128.81,-128.77,-128.06,-128.96,-128.25,-127.30
557.89,-149.37,-128.06,-127.87,-127.74,-127.04,-127.97,-127.36,-126.39,-129.986254,-128.0007155,-128.3588877,-128.6361033,-131.643729,-128.7835948,-128.973116,-129.0340919,-129.589101,-126.9902934,-128.3541921,-128.115818,-130.3075114,-128.8556052,-127.9676527,-128.4778937,-129.4822624,-150.15,-129.27,-129.30,-129.26,-128.55,-129.39,-128.70,-127.73
558.88,-149.61,-128.46,-128.36,-128.26,-127.55,-128.46,-127.80,-126.81,-130.3641784,-128.4643279,-128.7822743,-129.0397382,-131.845813,-129.2118932,-129.4064166,-129.4542057,-129.9979631,-127.3908234,-128.7647554,-128.5536655,-130.6377576,-129.3019342,-128.4431505,-128.8136717,-129.9165594,-150.42,-129.65,-129.82,-129.78,-129.04,-129.85,-129.16,-128.16
559.88,-149.90,-128.88,-128.81,-128.77,-128.06,-128.96,-128.25,-127.30,-130.7310135,-128.9367875,-129.219821,-129.4710484,-132.0696548,-129.6068015,-129.7937292,-129.8911282,-130.3926772,-127.7509761,-129.2184051,-128.9645006,-130.9701573,-129.7437495,-128.9096687,-129.1953285,-130.3207514,-150.69,-130.10,-130.32,-130.28,-129.50,-130.31,-129.60,-128.63
560.88,-150.15,-129.27,-129.30,-129.26,-128.55,-129.39,-128.70,-127.73,-131.0999215,-129.4023196,-129.6137003,-129.8745059,-132.297473,-130.0309895,-130.2264887,-130.3286475,-130.8310879,-128.1396351,-129.7114114,-129.3858322,-131.3332722,-130.1990163,-129.4084784,-129.6016118,-130.7484067,-150.98,-130.52,-130.84,-130.77,-130.02,-130.77,-130.04,-129.05
561.88,-150.42,-129.65,-129.82,-129.78,-129.04,-129.85,-129.16,-128.16,-131.497729,-129.7848967,-129.9967557,-130.2912227,-132.5064712,-130.4547617,-130.6574717,-130.7621684,-131.2294918,-128.5553716,-130.1789178,-129.8224369,-131.716627,-130.6364001,-129.9348361,-130.0105814,-131.1521069,-151.29,-130.96,-131.34,-131.24,-130.52,-131.24,-130.50,-129.48
562.88,-150.69,-130.10,-130.32,-130.28,-129.50,-130.31,-129.60,-128.63,-131.8809595,-130.2735652,-130.4476332,-130.722634,-132.7662609,-130.877244,-131.0858225,-131.2048967,-131.6341116,-128.9292514,-130.6908905,-130.2760935,-132.0659018,-131.0735227,-130.4733837,-130.4258184,-131.5039613,-151.60,-131.43,-131.81,-131.76,-130.99,-131.71,-130.94,-129.91
563.87,-150.98,-130.52,-130.84,-130.77,-130.02,-130.77,-130.04,-129.05,-132.2171521,-130.6999851,-130.8072192,-131.152209,-133.0370559,-131.2888258,-131.5025741,-131.6134484,-132.0219324,-129.3144392,-131.1674458,-130.6556982,-132.4626714,-131.4893318,-130.9514115,-130.8246573,-131.9033914,-151.90,-131.91,-132.34,-132.23,-131.50,-132.16,-131.34,-130.33
564.87,-151.29,-130.96,-131.34,-131.24,-130.52,-131.24,-130.50,-129.48,-132.5645039,-131.135753,-131.2223192,-131.5962898,-133.3119078,-131.707115,-131.9316831,-132.0586563,-132.4729313,-129.7023953,-131.6332108,-131.0867252,-132.840575,-131.9152594,-131.4276287,-131.2481352,-132.2866432,-152.21,-132.36,-132.85,-132.72,-131.99,-132.63,-131.76,-130.74
565.87,-151.60,-131.43,-131.81,-131.76,-130.99,-131.71,-130.94,-129.91,-132.9293896,-131.6236113,-131.5962136,-132.0313647,-133.624131,-132.1279461,-132.3132322,-132.4407184,-132.8446677,-130.0854845,-132.0721764,-131.5110005,-133.2750348,-132.3186071,-131.9002018,-131.6379939,-132.6521598,-152.53,-132.82,-133.39,-133.18,-132.47,-133.10,-132.18,-131.13
566.87,-151.90,-131.91,-132.34,-132.23,-131.50,-132.16,-131.34,-130.33,-133.31233,-132.0735959,-131.9985352,-132.4510791,-133.9534303,-132.5122965,-132.7331784,-132.8996985,-133.2474991,-130.4575727,-132.5516603,-131.8838271,-133.6591404,-132.784059,-132.3726238,-132.0170557,-133.0003616,-152.83,-133.27,-133.86,-133.60,-132.94,-133.56,-132.58,-131.55
567.87,-152.21,-132.36,-132.85,-132.72,-131.99,-132.63,-131.76,-130.74,-133.6191457,-132.528239,-132.3940135,-132.9001761,-134.2992816,-132.9472567,-133.1677588,-133.3589515,-133.6144852,-130.8947721,-132.9657128,-132.2987126,-134.0550691,-133.1907496,-132.8342278,-132.4094718,-133.3764331,-153.12,-133.71,-134.33,-134.05,-133.42,-134.02,-133.01,-131.99
568.86,-152.53,-132.82,-133.39,-133.18,-132.47,-133.10,-132.18,-131.13,-134.0097977,-132.9912345,-132.7981387,-133.3400626,-134.5760806,-133.3780261,-133.5688556,-133.7542139,-134.0315319,-131.3258127,-133.4190646,-132.7169986,-134.4629419,-133.6222737,-133.2566119,-132.8322592,-133.7529504,-153.41,-134.13,-134.82,-134.49,-133.89,-134.48,-133.42,-132.43
569.86,-152.83,-133.27,-133.86,-133.60,-132.94,-133.56,-132.58,-131.55,-134.4035704,-133.4145237,-133.2610342,-133.7680691,-134.9280449,-133.7622267,-133.9974618,-134.2234522,-134.3510862,-131.7210289,-133.8682838,-133.1517396,-134.8395118,-134.0392745,-133.689527,-133.2473096,-134.1165063,-153.70,-134.58,-135.31,-134.95,-134.38,-134.90,-133.82,-132.88
570.86,-153.12,-133.71,-134.33,-134.05,-133.42,-134.02,-133.01,-131.99,-134.7756001,-133.8405018,-133.7017552,-134.179797,-135.214013,-134.2081355,-134.4400035,-134.6356538,-134.7258482,-132.2044498,-134.2670843,-133.592513,-135.2139827,-134.4555354,-134.1196316,-133.6477796,-134.4981596,-153.98,-135.00,-135.75,-135.38,-134.84,-135.35,-134.30,-133.33
571.86,-153.41,-134.13,-134.82,-134.49,-133.89,-134.48,-133.42,-132.43,-135.1938243,-134.2929196,-134.1784008,-134.5680546,-135.5669673,-134.612789,-134.8109073,-135.063298,-135.0633693,-132.6614713,-134.6940817,-134.0278195,-135.6165525,-134.8574536,-134.5536455,-134.0363322,-134.9405528,-154.27,-135.46,-136.19,-135.79,-135.30,-135.79,-134.69,-133.79
572.86,-153.70,-134.58,-135.31,-134.95,-134.38,-134.90,-133.82,-132.88,-135.5815082,-134.7281994,-134.6300877,-134.987577,-135.8967669,-135.0282806,-135.2581289,-135.4809946,-135.3757902,-133.1087902,-135.1174882,-134.4903894,-135.9639868,-135.2464201,-134.9839748,-134.4506876,-135.354394,-154.56,-135.88,-136.60,-136.22,-135.76,-136.22,-135.09,-134.25
573.85,-153.98,-135.00,-135.75,-135.38,-134.84,-135.35,-134.30,-133.33,-135.9679524,-135.1535638,-135.0928727,-135.3439915,-136.2785192,-135.4209205,-135.6351007,-135.8695066,-135.6913239,-133.5804171,-135.5697968,-134.9559266,-136.3722585,-135.6290103,-135.4274337,-134.8396691,-135.8064641,-154.85,-136.32,-137.06,-136.62,-136.23,-136.66,-135.51,-134.71
574.85,-154.27,-135.46,-136.19,-135.79,-135.30,-135.79,-134.69,-133.79,-136.3591908,-135.5667101,-135.5233405,-135.6850958,-136.6355265,-135.8080778,-136.0072027,-136.291078,-136.0139937,-134.0680091,-135.973153,-135.3591638,-136.7473151,-136.0449496,-135.8611204,-135.2860495,-136.201343,-155.14,-136.74,-137.47,-137.00,-136.63,-137.03,-135.91,-135.16
575.85,-154.56,-135.88,-136.60,-136.22,-135.76,-136.22,-135.09,-134.25,-136.7634135,-136.0229357,-135.9998797,-136.0417515,-137.0306361,-136.1971647,-136.3835425,-136.6553211,-136.3471753,-134.5695097,-136.3862271,-135.8158815,-137.1405801,-136.3887917,-136.2925171,-135.66899,-136.6608841,-155.41,-137.16,-137.89,-137.42,-137.04,-137.44,-136.35,-135.60
576.85,-154.85,-136.32,-137.06,-136.62,-136.23,-136.66,-135.51,-134.71,-137.1701621,-136.4539752,-136.4389534,-136.4034668,-137.4465876,-136.5582526,-136.7427555,-137.0267455,-136.6280296,-135.0212088,-136.77528,-136.2138251,-137.5146453,-136.7500967,-136.7087919,-136.1038339,-137.0944551,-155.67,-137.56,-138.29,-137.81,-137.46,-137.84,-136.74,-136.07
577.85,-155.14,-136.74,-137.47,-137.00,-136.63,-137.03,-135.91,-135.16,-137.5798224,-136.8643887,-136.8581307,-136.7736247,-137.8681236,-136.9427526,-137.0853565,-137.3691408,-136.9307271,-135.4879921,-137.1995418,-136.6548579,-137.9270686,-137.1205434,-137.1100655,-136.5168929,-137.5845265,-155.93,-137.98,-138.75,-138.17,-137.90,-138.19,-137.18,-136.55
578.84,-155.41,-137.16,-137.89,-137.42,-137.04,-137.44,-136.35,-135.60,-138.00312,-137.2838973,-137.3280444,-137.1035052,-138.3210033,-137.2986141,-137.4540369,-137.7223039,-137.2400448,-135.9350645,-137.5930513,-137.064295,-138.3105448,-137.5026437,-137.5033437,-136.9641739,-138.0141286,-156.19,-138.40,-139.17,-138.62,-138.34,-138.55,-137.59,-137.01
579.84,-155.67,-137.56,-138.29,-137.81,-137.46,-137.84,-136.74,-136.07,-138.4364683,-137.6940318,-137.785015,-137.4849979,-138.7248215,-137.6693816,-137.7860001,-138.0347528,-137.5534084,-136.3763684,-137.9870408,-137.4745081,-138.7099647,-137.8769012,-137.9068387,-137.4036564,-138.4895659,-156.46,-138.81,-139.60,-139.02,-138.73,-138.94,-138.03,-137.49
580.84,-155.93,-137.98,-138.75,-138.17,-137.90,-138.19,-137.18,-136.55,-138.8617866,-138.1213083,-138.2317484,-137.8753129,-139.1555149,-138.0498552,-138.1486688,-138.3823629,-137.8677988,-136.817429,-138.3808894,-137.9066524,-139.1035371,-138.2849002,-138.3341206,-137.8154585,-138.9402433,-156.73,-139.20,-140.01,-139.43,-139.11,-139.28,-138.47,-137.93
581.84,-156.19,-138.40,-139.17,-138.62,-138.34,-138.55,-137.59,-137.01,-139.3060599,-138.5253347,-138.6739821,-138.2350647,-139.54273,-138.4318759,-138.5039866,-138.7189992,-138.1736407,-137.2883316,-138.7987499,-138.3261065,-139.4833774,-138.6447232,-138.7190237,-138.2393759,-139.392236,-156.98,-139.63,-140.41,-139.80,-139.51,-139.63,-138.86,-138.41
582.84,-156.46,-138.81,-139.60,-139.02,-138.73,-138.94,-138.03,-137.49,-139.7554284,-138.9233117,-139.0984911,-138.5490607,-139.9270538,-138.8037711,-138.8147348,-139.0437426,-138.4461955,-137.7658809,-139.2010319,-138.6954934,-139.8149635,-139.0243692,-139.0942192,-138.6559418,-139.8547394,-157.25,-140.03,-140.77,-140.16,-139.90,-139.97,-139.30,-138.85
583.83,-156.73,-139.20,-140.01,-139.43,-139.11,-139.28,-138.47,-137.93,-140.2062713,-139.3387091,-139.5380834,-138.884183,-140.298623,-139.212038,-139.1743194,-139.3995989,-138.7596338,-138.2017896,-139.5944153,-139.1116401,-140.1745054,-139.3824355,-139.4797783,-139.0724559,-140.2804785,-157.53,-140.47,-141.20,-140.54,-140.26,-140.31,-139.75,-139.32
584.83,-156.98,-139.63,-140.41,-139.80,-139.51,-139.63,-138.86,-138.41,-140.6464123,-139.6896842,-139.9519951,-139.1796393,-140.6453722,-139.5894761,-139.5661983,-139.7143238,-139.0619215,-138.6964842,-140.0623778,-139.4734658,-140.5192294,-139.7396651,-139.8919293,-139.478693,-140.7047361,-157.76,-140.86,-141.61,-140.90,-140.61,-140.58,-140.21,-139.79
585.83,-157.25,-140.03,-140.77,-140.16,-139.90,-139.97,-139.30,-138.85,-141.0656221,-140.0973752,-140.3473971,-139.4915408,-141.0219083,-140.0048012,-139.9102093,-140.0603928,-139.386109,-139.1502274,-140.4787761,-139.8493163,-140.8626853,-140.1101927,-140.2785364,-139.878585,-141.1150845,-158.04,-141.29,-142.01,-141.24,-140.96,-140.89,-140.65,-140.23
586.83,-157.53,-140.47,-141.20,-140.54,-140.26,-140.31,-139.75,-139.32,-141.5131457,-140.4679128,-140.7570848,-139.8325376,-141.4170515,-140.4368878,-140.2716256,-140.4764381,-139.7589099,-139.6195539,-140.9104991,-140.2105079,-141.1587475,-140.4560387,-140.6685421,-140.2948322,-141.541947,-158.34,-141.73,-142.42,-141.60,-141.33,-141.21,-141.06,-140.70
587.83,-157.76,-140.86,-141.61,-140.90,-140.61,-140.58,-140.21,-139.79,-141.9360776,-140.8455032,-141.1505374,-140.1194389,-141.7710575,-140.8383632,-140.6679263,-140.8164811,-140.103303,-140.0839467,-141.36626,-140.5993117,-141.5092059,-140.7577877,-141.0931353,-140.6856658,-141.9568911,-158.62,-142.14,-142.85,-141.92,-141.67,-141.54,-141.50,-141.16
588.82,-158.04,-141.29,-142.01,-141.24,-140.96,-140.89,-140.65,-140.23,-142.3684469,-141.2104488,-141.5275175,-140.4586653,-142.2114809,-141.2521597,-141.0583547,-141.1942225,-140.474108,-140.5418967,-141.8258524,-140.9731368,-141.8388169,-141.101873,-141.5599688,-141.0888809,-142.3601087,-158.90,-142.57,-143.27,-142.25,-142.03,-141.86,-141.95,-141.58
589.82,-158.34,-141.73,-142.42,-141.60,-141.33,-141.21,-141.06,-140.70,-142.7759285,-141.6264008,-141.8927521,-140.7728502,-142.6164426,-141.6563947,-141.4397554,-141.5638149,-140.8488643,-140.9665832,-142.2858078,-141.3621995,-142.1791621,-141.4561354,-141.938312,-141.4843303,-142.7379804,-159.19,-142.97,-143.70,-142.63,-142.37,-142.16,-142.37,-142.02
590.82,-158.62,-142.14,-142.85,-141.92,-141.67,-141.54,-141.50,-141.16,-143.1893913,-141.9789396,-142.2878805,-141.0980089,-143.0433511,-142.0305637,-141.8447904,-141.9170062,-141.2193334,-141.4044211,-142.7137529,-141.686494,-142.5601249,-141.8257118,-142.3997851,-141.8643693,-143.1256007,-159.48,-143.38,-144.14,-142.95,-142.73,-142.54,-142.80,-142.45
591.82,-158.90,-142.57,-143.27,-142.25,-142.03,-141.86,-141.95,-141.58,-143.5872784,-142.3787802,-142.6135747,-141.4275741,-143.4946704,-142.4121256,-142.226455,-142.2560762,-141.5895136,-141.8205801,-143.1201388,-142.0211232,-142.9304428,-142.1842691,-142.8381848,-142.2100756,-143.4655233,-159.77,-143.78,-144.56,-143.26,-143.17,-142.92,-143.18,-142.87
592.82,-159.19,-142.97,-143.70,-142.63,-142.37,-142.16,-142.37,-142.02,-143.9524298,-142.7181491,-142.9499153,-141.7258735,-143.9081645,-142.7525875,-142.6261204,-142.5849097,-141.9898662,-142.2051823,-143.5175959,-142.3680292,-143.2775183,-142.545326,-143.2499264,-142.5741106,-143.8394162,-160.05,-144.17,-144.99,-143.60,-143.55,-143.31,-143.61,-143.30
593.81,-159.48,-143.38,-144.14,-142.95,-142.73,-142.54,-142.80,-142.45,-144.345315,-143.1088985,-143.3008307,-142.0724034,-144.326123,-143.1330506,-143.0000851,-142.924565,-142.3416263,-142.5746875,-143.9257837,-142.6957801,-143.6513022,-142.913272,-143.6426843,-142.9601897,-144.2054066,-160.35,-144.54,-145.42,-143.97,-143.95,-143.71,-144.01,-143.70
594.81,-159.77,-143.78,-144.56,-143.26,-143.17,-142.92,-143.18,-142.87,-144.7225167,-143.4588439,-143.6375274,-142.3800522,-144.7422709,-143.4845881,-143.3799708,-143.2292913,-142.7502155,-142.9409179,-144.287605,-143.0090505,-144.0141249,-143.2659765,-144.0308329,-143.2945074,-144.5773828,-160.63,-144.93,-145.85,-144.32,-144.37,-144.14,-144.38,-144.11
595.81,-160.05,-144.17,-144.99,-143.60,-143.55,-143.31,-143.61,-143.30,-145.1005682,-143.813644,-143.949556,-142.7809183,-145.1608397,-143.8755909,-143.7569929,-143.5678665,-143.1087155,-143.3138872,-144.6635474,-143.3464071,-144.4116536,-143.6156007,-144.4125605,-143.6800299,-144.9884629,-160.94,-145.33,-146.26,-144.68,-144.79,-144.53,-144.82,-144.53
596.81,-160.35,-144.54,-145.42,-143.97,-143.95,-143.71,-144.01,-143.70,-145.5232924,-144.1717353,-144.3396296,-143.1486812,-145.6009572,-144.2605024,-144.1231027,-143.892297,-143.5220163,-143.6872756,-145.037453,-143.6768588,-144.7956852,-143.9712953,-144.7810797,-144.0581643,-145.3887301,-161.23,-145.71,-146.66,-145.07,-145.20,-144.96,-145.22,-144.93
597.81,-160.63,-144.93,-145.85,-144.32,-144.37,-144.14,-144.38,-144.11,-145.911887,-144.5401085,-144.6996658,-143.5295709,-145.9729489,-144.6244949,-144.4886585,-144.2252687,-143.9342546,-144.0587687,-145.4038602,-144.0166735,-145.1557645,-144.3387503,-145.1673189,-144.430369,-145.8337288,-161.53,-146.09,-147.11,-145.48,-145.62,-145.43,-145.68,-145.36
598.80,-160.94,-145.33,-146.26,-144.68,-144.79,-144.53,-144.82,-144.53,-146.3376632,-144.9077714,-145.0677766,-143.8935335,-146.3440372,-145.0096793,-144.8446322,-144.555408,-144.3125542,-144.4384011,-145.7755885,-144.3592836,-145.5392923,-144.7001026,-145.5231456,-144.8570688,-146.2674364,-161.86,-146.48,-147.52,-145.89,-146.06,-145.89,-146.09,-145.78
599.80,-161.23,-145.71,-146.66,-145.07,-145.20,-144.96,-145.22,-144.93,-146.7645106,-145.2713189,-145.4679556,-144.2963663,-146.7311319,-145.4069002,-145.2037693,-144.8923719,-144.7323972,-144.8106275,-146.1719239,-144.737621,-145.8930577,-145.0611772,-145.8790514,-145.2936256,-146.7353927,-162.14,-146.85,-147.93,-146.32,-146.46,-146.32,-146.53,-146.24
600.80,-161.53,-146.09,-147.11,-145.48,-145.62,-145.43,-145.68,-145.36,-147.1922704,-145.6599151,-145.8560218,-144.6987007,-147.0810561,-145.7893987,-145.4899053,-145.252019,-145.0692378,-145.2251502,-146.5607314,-145.0739457,-146.2674746,-145.4039372,-146.2847423,-145.7027891,-147.1991806,-162.44,-147.22,-148.34,-146.70,-146.93,-146.77,-146.96,-146.65
601.80,-161.86,-146.48,-147.52,-145.89,-146.06,-145.89,-146.09,-145.78,-147.6322125,-146.040138,-146.1995258,-145.1114388,-147.4654711,-146.2037142,-145.8329816,-145.5873775,-145.4745788,-145.5975175,-146.9413416,-145.4715453,-146.662314,-145.8183754,-146.6432696,-146.1526993,-147.6552285,-162.71,-147.57,-148.78,-147.12,-147.35,-147.23,-147.36,-147.09
602.80,-162.14,-146.85,-147.93,-146.32,-146.46,-146.32,-146.53,-146.24,-148.1010197,-146.3726591,-146.6066953,-145.5365973,-147.8519705,-146.5910932,-146.1536742,-145.9356506,-145.8299038,-146.0006657,-147.3425198,-145.8460185,-147.0245783,-146.18377,-147.0379316,-146.5678387,-148.0901581,-163.00,-147.89,-149.21,-147.53,-147.77,-147.67,-147.81,-147.51
603.79,-162.44,-147.22,-148.34,-146.70,-146.93,-146.77,-146.96,-146.65,-148.4930144,-146.7462467,-147.0121731,-145.9621406,-148.2490401,-146.9844712,-146.5074508,-146.2953414,-146.2176672,-146.3804803,-147.7623545,-146.2399582,-147.4766361,-146.5652819,-147.4099809,-147.0029725,-148.5185358,-163.26,-148.23,-149.62,-147.93,-148.19,-148.14,-148.24,-147.93
604.79,-162.71,-147.57,-148.78,-147.12,-147.35,-147.23,-147.36,-147.09,-148.9732468,-147.0982675,-147.4088573,-146.4011545,-148.619411,-147.3903056,-146.8462189,-146.6872241,-146.5984615,-146.7420609,-148.1762304,-146.6183541,-147.8946332,-146.9606336,-147.8429321,-147.442573,-148.9902111,-163.54,-148.57,-150.06,-148.39,-148.61,-148.62,-148.67,-148.34
605.79,-163.00,-147.89,-149.21,-147.53,-147.77,-147.67,-147.81,-147.51,-149.4015136,-147.4421363,-147.8653041,-146.8431398,-148.9472518,-147.7634844,-147.1688487,-147.0799017,-147.0230379,-147.186742,-148.6309965,-147.0091867,-148.3384417,-147.3786897,-148.2590126,-147.8545632,-149.430951,-163.82,-148.91,-150.54,-148.81,-149.05,-149.05,-149.07,-148.77
606.79,-163.26,-148.23,-149.62,-147.93,-148.19,-148.14,-148.24,-147.93,-149.8490935,-147.7825269,-148.2977255,-147.3163764,-149.2819686,-148.1677303,-147.497396,-147.4798082,-147.4668628,-147.5188493,-149.0838619,-147.4198202,-148.7761333,-147.7911247,-148.6969984,-148.2506719,-149.8455406,-164.10,-149.26,-150.98,-149.27,-149.48,-149.50,-149.50,-149.18
607.79,-163.54,-148.57,-150.06,-148.39,-148.61,-148.62,-148.67,-148.34,-150.2880179,-148.177688,-148.7711,-147.7471401,-149.5649658,-148.5325654,-147.8220112,-147.9005292,-147.8704949,-147.930512,-149.5458756,-147.8126779,-149.2362453,-148.1367862,-149.1325209,-148.675369,-150.2992064,-164.37,-149.63,-151.44,-149.72,-149.93,-149.90,-149.89,-149.61
608.78,-163.82,-148.91,-150.54,-148.81,-149.05,-149.05,-149.07,-148.77,-150.7245427,-148.5073644,-149.2676529,-148.15599,-149.8461997,-148.9206115,-148.1182984,-148.2769362,-148.3056767,-148.3167545,-149.9764192,-148.2234316,-149.6767649,-148.5051065,-149.5701884,-149.0645083,-150.7371819,-164.63,-149.98,-151.83,-150.18,-150.32,-150.35,-150.27,-150.02
609.78,-164.10,-149.26,-150.98,-149.27,-149.48,-149.50,-149.50,-149.18,-151.161422,-148.8720325,-149.8049516,-148.5902218,-150.0972096,-149.3067631,-148.4066522,-148.6795033,-148.72154,-148.7325228,-150.4608434,-148.6338726,-150.0900675,-148.828348,-150.0066914,-149.4642247,-151.2038809,-164.92,-150.33,-152.24,-150.62,-150.70,-150.73,-150.66,-150.41
610.78,-164.37,-149.63,-151.44,-149.72,-149.93,-149.90,-149.89,-149.61,-151.5954381,-149.23589,-150.3014501,-149.009947,-150.3104677,-149.6913161,-148.6659116,-149.0656501,-149.1041305,-149.1195319,-150.9022459,-149.0541459,-150.4932481,-149.1230877,-150.4267823,-149.8549273,-151.6480454,-165.19,-150.67,-152.63,-151.09,-151.07,-151.13,-151.02,-150.79
611.78,-164.63,-149.98,-151.83,-150.18,-150.32,-150.35,-150.27,-150.02,-152.0209319,-149.602991,-150.8141267,-149.390063,-150.5383775,-150.0751435,-148.9225445,-149.4106585,-149.4875883,-149.5221381,-151.3677318,-149.4663568,-150.9377361,-149.3934067,-150.8368756,-150.2318605,-152.1002518,-165.46,-150.97,-153.02,-151.56,-151.47,-151.53,-151.39,-151.17
612.78,-164.92,-150.33,-152.24,-150.62,-150.70,-150.73,-150.66,-150.41,-152.4171172,-149.9617148,-151.350866,-149.7771819,-150.7545319,-150.4393616,-149.1843188,-149.7890808,-149.8230565,-149.876059,-151.7866791,-149.8772508,-151.3574767,-149.6977743,-151.2506893,-150.6200896,-152.5473915,-165.75,-151.28,-153.41,-152.03,-151.84,-151.91,-151.77,-151.57
613.77,-165.19,-150.67,-152.63,-151.09,-151.07,-151.13,-151.02,-150.79,-152.8523949,-150.3294173,-151.8952591,-150.1567915,-151.0108411,-150.7748879,-149.4289991,-150.07804,-150.1873194,-150.2221233,-152.217795,-150.2564707,-151.7458799,-149.9374244,-151.6379575,-151.0025634,-153.0292449,-166.01,-151.60,-153.76,-152.50,-152.21,-152.33,-152.14,-151.93
